59,"Fresho Strawberry, 400 g Box","Fresho Strawberry, 400 g Box",FRESH FRUITS,118,fresho brand fresh fruits vegetables individually handpicked everyday experienced technically competent buyers buying storing packaging processes tailored ensure fresh nutrient dense healthy delicious produce reaches doorstep guarantee quality fresho products satisfied freshness items hand back customer experience executive cee full refund,3,https://www.bigbasket.com/media/uploads/p/s/10000264-2_6-fresho-strawberry.jpg
60,"Fresho Orange - Nagpur, Regular, 1 kg","Fresho Orange - Nagpur, Regular, 1 kg",FRESH FRUITS,69,freshly picked directly nagpur farms fresho nagpur oranges sweet bursting juice simple peel section treat taste buds mouth watering fruit sweet distinctive flavour forget check delicious fruit recipe https www bigbasket com cookbook recipes 2315 mango orange mint smoothie season oranges coming end may find quality issue quality teams putting efforst give best available lot still encounter quality challenges please let us give necessary credit,1,https://www.bigbasket.com/media/uploads/p/s/10000266-3_2-fresho-orange-nagpur-regular.jpg
61,"Fresho Orange - Nagpur, Regular, 500 g","Fresho Orange - Nagpur, Regular, 500 g",FRESH FRUITS,35,freshly picked directly nagpur farms fresho nagpur oranges sweet bursting juice simple peel section treat taste buds mouth watering fruit sweet distinctive flavour forget check delicious fruit recipe https www bigbasket com cookbook recipes 2315 mango orange mint smoothie season oranges coming end may find quality issue quality teams putting efforst give best available lot still encounter quality challenges please let us give necessary credit,1,https://www.bigbasket.com/media/uploads/p/s/10000267-3_1-fresho-orange-nagpur-regular.jpg
80,"Fresho Groundnut - Fresh, 500 g","Fresho Groundnut - Fresh, 500 g",FRESH VEGETABLES,66,fresh groundnut contains fibrous brown shell 2 3 small pods inside offers nutty starchy flavour,0,https://www.bigbasket.com/media/uploads/p/s/10000286_12-fresho-groundnut-fresh.jpg
62,"Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)","Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)",FRESH FRUITS,125,pomegranate kesar vibrant soft shiny ruby red skin nutritious antioxidant rich fruit considered super food rich supplier soluble insoluble dietary fibers vitamin k c minerals b complex vitamins b5 b6 product image shown representation purpose actual product may vary based season produce availability click delicious fruit recipes https www bigbasket com flavors collections 228 fresh fruits,1,https://www.bigbasket.com/media/uploads/p/s/10000268-4_2-fresho-pomegranate.jpg
63,"Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)","Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)",FRESH FRUITS,105,ruby color intense floral sweet tart flavor pomegranate delivers taste beauty remove skin membranes get delicious fruit nutty seeds fresho pomegranates finely sorted graded deliver best tasting pomegranates forget check delicious fruit recipe https www bigbasket com cookbook recipes 1229 pomegranate cooler,1,https://www.bigbasket.com/media/uploads/p/s/10000269-4_2-fresho-pomegranate.jpg
64,"Fresho Carrot - Ooty, 250 g","Fresho Carrot - Ooty, 250 g",FRESH VEGETABLES,10,popular sweet tasting root vegetable carrots narrow cone shaped thick fleshy deeply colored root grows underground feathery green leaves emerge ground greens fresh tasting slightly bitter carrot roots crunchy textured sweet minty aromatic taste fresho brings flavour richness finest bright orange crispy juicy carrots forget check delicious recipe https www bigbasket com cookbook recipes 1203 carrot gajar ki burfi,2,https://www.bigbasket.com/media/uploads/p/s/10000270-3_1-fresho-carrot-ooty.jpg
65,"Fresho Carrot - Ooty, 500 g","Fresho Carrot - Ooty, 500 g",FRESH VEGETABLES,20,popular sweet tasting root vegetable carrots narrow cone shaped thick fleshy deeply colored root grows underground feathery green leaves emerge ground greens fresh tasting slightly bitter carrot roots crunchy textured sweet minty aromatic taste fresho brings flavour richness finest bright orange crispy juicy carrots forget check delicious recipe https www bigbasket com cookbook recipes 1203 carrot gajar ki burfi,2,https://www.bigbasket.com/media/uploads/p/s/10000271-3_1-fresho-carrot-ooty.jpg
66,"Fresho Carrot - Ooty, 1 kg","Fresho Carrot - Ooty, 1 kg",FRESH VEGETABLES,39,popular sweet tasting root vegetable carrots narrow cone shaped thick fleshy deeply colored root grows underground feathery green leaves emerge ground greens fresh tasting slightly bitter carrot roots crunchy textured sweet minty aromatic taste fresho brings flavour richness finest bright orange crispy juicy carrots forget check delicious recipe https www bigbasket com cookbook recipes 1203 carrot gajar ki burfi,2,https://www.bigbasket.com/media/uploads/p/s/10000272_11-fresho-carrot-ooty.jpg
67,"Fresho Mushrooms - Button, 200 g","Fresho Mushrooms - Button, 200 g",EXOTIC FRUITS & VEGGIES,49,buttom mushrooms small sized mushrooms smooth round caps short stems mild flavour good texture becomes fragrant meaty cooked forget check delicious recipe https www bigbasket com cookbook recipes 2061 stuffed mushrooms,0,https://www.bigbasket.com/media/uploads/p/s/10000273-2_19-fresho-mushrooms-button.jpg
